nucleus_id,x,y,area_px,equivalent_diameter_px,solidity,eccentricity,var_feat_0,var_feat_1,var_feat_2,var_feat_3,var_feat_4,var_feat_5,var_feat_6,var_feat_7,var_feat_8,var_feat_9,var_feat_10,var_feat_11,var_feat_12,var_feat_13,var_feat_14,var_feat_15,var_feat_16,var_feat_17,var_feat_18,var_feat_19,var_feat_20,var_feat_21,var_feat_22,var_feat_23,var_feat_24,var_feat_25,var_feat_26,var_feat_27,var_feat_28,var_feat_29,var_feat_30,var_feat_31
1,515.1826524570752,28.75814091178212,3378,65.58203398885536,0.9092866756393,0.7763775419094118,42.0,58.46737588652482,32.0,122.0,20.0,65.0,136.0,42.02056737588652,71.24751773049645,27.973758865248225,-12.780141843971634,35.15455237502672,30.493617021276595,18.902099944842973,24.455291433771723,27.34839080556553,14.0,-43.27375886524823,0.8292869987215323,-0.2215299484229982,3.7463875,-0.6125613176875184,5.50412,-0.7035396101965437,4.3047647,2.0817285,1.3614401,2.0451357,0.951636,1.5590272,0.94172364,5.013449
2,641.7328767123288,2.198630136986301,146,13.63425735166143,0.935897435897436,0.9707431057592332,211.0,196.005072923272,155.0,187.0,125.0,166.0,213.0,148.53646163601775,161.56689917564998,121.83449587824984,34.438173747622045,49.31664901704619,74.17057704502218,42.30867489929002,42.67204093608825,34.81930156765728,26.0,-39.73240329740014,-0.0143346709722442,0.8724867101792451,0.825455,0.3399527409231386,4.292445,2.737871040002452,1.1907083,0.8637683,0.22942472,0.6178928,0.0,0.8153317,0.39831382,5.926103
3,1131.3302752293578,2.9908256880733943,218,16.66031874701878,0.9008264462809916,0.96095703952664,201.0,184.09685379395435,146.0,187.0,115.0,161.0,229.0,137.2948797038865,152.86057988895743,110.4293645897594,31.23627390499692,51.611368619041954,73.66748920419495,47.33062703524399,46.96335247766847,39.48990368359341,42.0,-42.43121529919803,-0.918052807711268,-0.8127463364185759,1.2168634,-0.7964299568596029,4.2291784,-0.1420564981097847,1.0162474,0.7469714,0.3144662,0.63882565,0.0,0.6420154,0.3576584,5.6825094
4,1668.3619489559164,7.6287703016241295,431,23.42576026046658,0.9663677130044844,0.7884066444888156,193.0,171.1771217712177,143.0,179.0,116.0,159.0,220.0,136.8924617817607,156.31787032156035,115.64997364259357,14.859251449657364,58.40421598164478,55.52714812862415,54.72856094855381,54.24549354512678,45.67912728568155,41.0,-40.667896678966784,-1.27563725188703,-1.2312570849075213,0.97992986,-1.2666187613747537,4.1215243,-1.0697145098879222,1.1815078,1.1595514,0.84167147,1.1909759,0.024857054,0.7700944,0.585471,5.2010827
5,1555.4291799787009,47.64643237486688,939,34.57704343211429,0.9750778816199376,0.3788121094556041,190.0,154.82674664784756,135.0,206.0,105.0,147.0,229.0,118.7999294283698,136.82004234297813,96.95624558927312,18.00670430486943,77.43622124128005,57.87050105857445,57.33850191497497,61.88647938177005,49.4421820454772,23.0,-39.86379675370502,-1.1312114231062578,-1.2894719541897826,3.6565676,-1.120818496253714,4.116036,-1.3950222459141952,2.864368,1.426353,1.0864869,1.6878709,0.99905527,2.2624598,1.3115474,4.7050886
6,1502.362505757715,86.52141870105942,2171,52.57568878883127,0.9455574912891986,0.7135238033068192,77.0,95.7651836158192,55.0,187.0,36.0,91.0,216.0,70.07874293785311,100.9106638418079,51.0215395480226,-5.145480225988692,48.84517670987989,44.74364406779661,34.9248471099358,38.64839257591809,33.82322772504281,29.0,-49.8891242937853,2.359611526440429,1.5157720636578107,4.9284506,0.2430879340548601,5.749302,0.915435455860298,1.6128652,1.3950399,1.5707108,2.9449759,1.4015876,1.6679693,1.6518223,4.3927083
7,774.1032656663724,176.51597528684908,5665,84.92880560166083,0.8876527734252585,0.8789748772092233,72.0,81.77754162238753,49.0,158.0,32.0,83.0,184.0,57.75026567481403,89.52178533475026,39.33970952887,-7.7442437123627315,37.757069261065006,42.437832093517535,24.13305321280821,27.993477159489,24.43368065472738,26.0,-50.18207580588027,5.120092216230956,4.279256861611552,0.75204164,1.52298255287132,5.197239,3.812170587715935,3.413151,0.89307344,0.42703143,0.93143743,1.625743,0.76093245,1.0372634,3.8061125
8,1636.9858974358974,163.88846153846154,1560,44.56740613707347,0.982367758186398,0.2197678266712632,83.0,112.41111898016996,66.0,193.0,50.0,99.0,207.0,87.6334985835694,108.01735127478752,71.05701133144476,4.393767705382444,84.14540331492368,41.35410764872522,58.21939377931578,65.7498200404532,58.65343957280595,14.0,-36.96033994334277,-1.547243591413347,-1.608118475761566,5.9645057,-1.6074032109363483,4.889546,-1.643782704095181,2.7298179,3.68422,3.2310648,2.2791593,0.42463687,2.1794648,2.4830892,4.5629478
9,627.303893637227,161.81196581196582,1053,36.61586050615398,0.975,0.339843425504079,169.0,138.06902654867255,111.0,193.0,78.0,124.0,215.0,95.29557522123892,115.09026548672568,69.66088495575221,22.978761061946884,70.02627961776557,68.40814159292034,40.963601921738935,48.87778580319594,39.07897147359359,22.0,-45.42938053097346,-0.729895367278611,-1.2062876918606131,4.1326504,-0.9657909529596947,4.906876,-1.482465165339298,2.6514962,2.1892753,1.3925239,2.1738188,0.83989125,2.1966937,1.5429343,5.4454136
10,321.78551532033424,207.64206128133705,1436,42.75946662716566,0.8941469489414695,0.5202065429516937,105.5,123.74380750176928,68.5,208.0,45.0,99.0,238.0,92.01556970983722,118.35916489738146,70.74097664543524,5.384642604387821,61.41764869602751,53.00283085633404,55.25943571265568,54.92909060478203,45.32633285381613,30.0,-47.61818825194622,0.5545664492412832,-0.0142480406387646,4.7440033,-0.0402792476236846,6.905994,-0.8484696017359696,2.1506796,1.6044855,1.3433949,1.8185278,1.3270924,1.439827,1.279225,5.2522097
11,146.69962453066333,201.2177722152691,799,31.895429080722444,0.9720194647201946,0.5295619673628684,208.0,167.1301733286169,166.0,207.0,143.0,180.0,230.0,139.62858153519633,158.18747789175805,122.01804032543332,8.942695436858855,73.2547731934176,45.11213300318359,64.728881610832,66.00101833960487,57.51018622718826,23.0,-36.16943756632473,-1.2051299417307408,-1.169639896534801,4.311289,-1.0771143056090178,6.4696937,-1.0942778463294462,0.27880284,2.109555,1.4071972,1.6845051,0.5593547,0.50041676,1.571381,3.9354959
12,1575.9245283018868,231.27882599580715,477,24.64417299969047,0.9616935483870968,0.390697690779388,195.0,175.05058365758754,156.0,154.0,132.0,171.0,210.0,142.68588609833745,164.34488857446055,121.9872656526353,10.705695083126985,47.45585987954818,53.06331800495224,43.719923884325134,43.31901008676829,33.56449653330814,56.0,-42.35762292182525,-1.0109089878013235,-0.9605867463326664,1.8629614,-1.0427008700478393,4.962626,-0.737806638972959,0.31558236,1.3074324,1.1480516,1.7341193,0.3315458,0.48143387,0.3144035,5.23209
13,795.2236503856041,242.3239074550129,1556,44.51023176313412,0.9743268628678772,0.4046681611085764,97.0,125.03359264497878,69.0,193.0,49.0,103.0,219.0,92.9296322489392,119.93847241867044,71.31966053748232,5.095120226308339,62.38171780215111,53.71393210749646,47.48881736480666,50.81508548250808,41.39498776535213,26.0,-48.61881188118812,-0.7179553993209211,-1.03091712170938,4.1324344,-1.0279217124805275,7.359141,-1.3046271360955253,1.8145671,2.6774096,2.2688408,1.1920288,1.8965929,1.0286297,2.6753182,4.4953375
14,1643.6959114139693,247.4118398637138,2348,54.67692795904102,0.9738697635835752,0.2969431352218984,61.0,75.61087570621469,43.0,167.0,27.0,76.0,192.0,56.05049435028248,88.09533898305085,39.86193502824859,-12.484463276836166,38.46265883499043,35.7489406779661,29.98207454456377,31.9839283622952,29.666569017295743,25.0,-48.23340395480226,4.040317563629248,2.9592214327658475,5.836945,1.463738679272181,6.334465,1.6751529995211385,2.5418735,2.4961255,1.8066547,1.8369704,0.7956973,1.6637514,2.7275724,4.161715
15,1163.3648170011809,252.0236127508855,847,32.839517267930155,0.9657924743443558,0.5902210105642205,148.0,132.266029047113,85.0,123.0,52.0,83.0,138.0,76.86432872830322,79.98724760892668,48.04286220332979,52.27878143818632,59.89588679924363,84.2231668437832,20.833685270906752,32.023321281236754,19.011504812532703,15.0,-31.94438540559689,-1.0211900245647143,-1.1098443355229504,1.7176738,-0.506176274179658,4.1111994,-1.1726655070922154,1.691896,0.81841403,0.7912433,1.1982621,0.34792218,0.9222806,0.41851512,6.480127
16,367.3632958801498,283.85393258426967,267,18.437867513470437,0.8369905956112853,0.8592388226766602,138.0,149.66761061946903,101.0,197.0,76.0,131.0,233.0,112.50194690265486,137.85982300884956,88.63221238938053,11.80778761061947,53.16547181588728,61.0353982300885,45.41983064102414,45.87459720559889,35.177418792302376,36.0,-49.22761061946903,-0.0977696515435795,-0.6270677417958064,1.5521891,-0.2865328980523043,6.1204705,-1.217468468874702,2.9078827,0.89179,0.42081872,0.7201932,0.5917234,0.6915711,0.6637507,4.9570236
