nucleus_id,x,y,area,perimeter,circularity,aspect_ratio,solidity,eccentricity,extent,feret_diameter_max,roundness,haralick_contrast,haralick_homogeneity,haralick_energy,haralick_correlation,lbp_uniformity,lbp_entropy,r_mean,r_std,r_median,r_skewness,r_kurtosis,g_mean,g_std,g_median,g_skewness,g_kurtosis,b_mean,b_std,b_median,b_skewness,b_kurtosis,rg_ratio,rb_ratio,gb_ratio,rg_diff,rb_diff,gb_diff,intensity_mean,intensity_std,intensity_median,intensity_min,intensity_max,intensity_range,intensity_skewness,intensity_kurtosis
17.0,1111.1188769414575,296.7293906810036,2827.0,196.1665222413705,0.923178936788529,1.0023975288160938,0.983304347826087,0.06912212496409004,0.7852777777777777,61.465437442517235,0.9976088801883636,1.1339917725381472,0.9989311064494812,0.9984572208689004,0.93335543807875,0.9971678484455582,0.018156238905999333,91.9745313052706,62.99941371828981,77.0,0.42405838067389984,-1.2608644602290942,43.969579059073226,32.49968780998369,35.0,0.7959605572688041,-0.3749369443844799,82.76299964626813,33.82404798452989,80.0,0.4095142429399566,-0.7939012936615271,2.0917764798588006,1.111300118389398,0.5312709694784816,48.00495224619738,9.211531659002475,-38.7934205871949,62.75309515387337,41.22612143079779,53.0,14,177,163,0.5627717948427564,-0.8992408076144329
18.0,353.3536585365854,305.3109756097561,2832.0,196.16652224137047,0.9248117258525345,1.0013713631790024,0.9836748871135811,0.05231725093684924,0.7866666666666666,61.61168720299745,0.9986527450541789,0.9187909542808345,0.9988382957959072,0.9984545466889228,0.9707404022376227,0.9970269662687369,0.019303809259635207,130.482697740113,42.41333450189522,118.0,1.0007508601501935,0.19087281791155153,72.0430790960452,33.88347609235346,64.0,1.310688635873971,1.17063974383972,125.3760593220339,28.28763240681202,118.5,1.0840190611821325,0.6985353280459838,1.811176026582333,1.0407305704581,0.5746159153953143,58.43961864406779,5.1066384180791005,-53.33298022598869,95.59851694915254,35.3447833843953,87.0,36,210,174,1.1953858336163175,0.7890805928025229
19.0,564.5034679722562,324.11015911872704,2824.0,196.16652224137044,0.9221992633501264,1.0028800729199696,0.9826026443980515,0.07573213713990365,0.7844444444444445,61.61168720299745,0.9971379145567059,0.9173502399943568,0.9990909072343399,0.9984588270601252,0.8838685700018786,0.9972806362406772,0.018047725904811664,55.29745042492918,41.665512389482714,38.0,1.37196746188204,1.0128996133226034,28.703257790368273,24.48504580637625,17.0,1.7095740241989281,2.4509261692911277,69.84454674220963,33.60906075147381,60.5,0.7663460988172933,-0.36066846234477046,1.9265217498514147,0.7917218022610736,0.4109591819139223,26.59419263456091,-14.547096317280449,-41.14128895184136,41.33958923512748,30.179334933942272,28.0,12,159,147,1.4280227776043153,1.2517309150787623
20.0,391.90191897654586,331.1194029850746,2828.0,196.16652224137044,0.9235054946013304,1.0013866270002285,0.9836521739130435,0.05260699994441589,0.7855555555555556,61.465437442517235,0.998592803444831,1.1324858627238694,0.998805528893166,0.9984566843122052,0.9526627062254597,0.9970356415513854,0.01899545043173052,118.10572842998586,45.93633511430671,102.0,0.7476122960798813,-0.5035755439832541,58.68882602545969,30.48236770284935,47.0,1.2196505274362484,0.6655380294589608,109.37164073550213,26.60568053575222,105.0,0.7165489818232688,-0.30829876239105447,2.0124057069832917,1.079856968731938,0.5366000329768811,59.41690240452617,8.734087694483733,-50.682814710042436,82.22842998585573,34.11605761114335,69.0,32,185,153,1.0036511213363748,0.09371184665192045
21.0,234.9332860184528,343.4819020581973,2823.0,195.58073580374355,0.9274032015465317,1.0034303802189348,0.9829387186629527,0.08261730261337702,0.7841666666666667,61.61168720299745,0.9965810173285942,0.658360471417105,0.9990147986183114,0.9984593591613049,0.9024489190465219,0.9970726943352715,0.019323354554996647,60.18490967056323,19.794189699408495,57.0,1.6247451310426386,4.171208611826755,28.04534183492738,20.993953519866313,23.0,4.190372585662663,21.493841852222065,74.55331207934822,22.805137405342133,70.0,2.8414844652299593,10.762287777981935,2.1459859546227733,0.807273452940988,0.3761783487907376,32.139567835635845,-14.368402408784988,-46.50797024442083,42.94792773645059,19.876802149315992,39.0,21,187,166,3.3724667468226635,15.428176152757164
22.0,51.25583982202447,333.2269187986652,2826.0,195.58073580374355,0.9283887522389298,1.0047262291824441,0.9850121993726036,0.09688068146461512,0.785,61.465437442517235,0.9953191331567122,2.0133843212237097,0.9988484939631553,0.9984577527625043,0.9625094579810888,0.9970153676140131,0.019038681273252322,162.89030431705592,67.0900568147285,194.5,-0.4333824269980556,-1.462364855555651,98.51804670912951,48.52610937150491,108.0,0.016541113033351904,-1.2241224164021298,142.26999292285916,37.75412593697995,148.0,-0.06322929903050971,-1.1537542306573905,1.653405744003609,1.1449378816323053,0.6924724229267247,64.37225760792641,20.62031139419676,-43.75194621372965,122.75265392781316,52.29796533349935,140.0,36,212,176,-0.20670569540133302,-1.370361467806763
23.0,1034.6166861143524,363.04084014002336,2825.0,196.16652224137047,0.9225258211629273,1.002875908704159,0.9822670375521557,0.07567760342190775,0.7847222222222222,61.465437442517235,0.9971275658512502,1.7286615571898374,0.9989610614728477,0.9984582903313979,0.9306007015908161,0.9971591570261344,0.018590891943468323,98.57663716814159,73.21711598832006,64.0,0.5289559374416003,-1.3236784098324623,54.99433628318584,47.16036249787698,32.0,0.781870197808278,-0.6795627927526038,94.77805309734514,48.96735354318966,80.0,0.5154544046045559,-1.0844019829014122,1.7924870783121263,1.0400787307457242,0.5802433631617643,43.58230088495575,3.7985840707964513,-39.7837168141593,72.5553982300885,54.713411276523225,47.0,15,207,192,0.6289464407107789,-1.0584157149011457
24.0,1250.4982238010657,429.0754884547069,2820.0,194.99494936611666,0.9319921340599283,1.003261155991071,0.9839497557571528,0.08056391707832078,0.7833333333333333,61.61168720299745,0.9967536021376742,0.9373054153970463,0.9989265059233506,0.9984609603565291,0.9350285234927818,0.9970642963957794,0.019039752877018902,87.34397163120568,30.97747035076506,78.0,0.9438707545595287,0.21651138105999435,46.67624113475177,21.960291438305852,40.0,1.5505890800186921,2.3768189507708106,100.09078014184396,21.31257378917521,95.0,1.2346208650539792,1.2537218548143532,1.8712726112383653,0.8726475256496016,0.46633906807957487,40.667730496453906,-12.746808510638289,-53.414539007092195,64.91879432624114,24.050717716106224,58.0,30,164,134,1.2579758586350729,1.254967006837279
25.0,832.1902390438247,424.2340637450199,2829.0,196.16652224137047,0.9238320524141314,1.0027014120510556,0.9833159541188738,0.07335536661401679,0.7858333333333334,61.465437442517235,0.9973120297544411,2.1886277623932964,0.9987938566081109,0.9984561497287167,0.9620804651382472,0.9970442073532745,0.018735282798614562,150.42099681866384,81.97948599064617,180.0,-0.41665572246626337,-1.444276014451223,102.07988688582537,63.18583952568409,109.0,-0.033673256855165964,-1.266631165976897,139.79109225874868,53.91942962055695,151.0,-0.29963833267746054,-1.1715707499527566,1.4735615546553242,1.0760413584875064,0.7302316995764356,48.341109932838464,10.629904559915161,-37.7112053729233,120.83563096500531,67.15679823441683,135.0,17,233,216,-0.22311423451650367,-1.3632267835965872
26.0,1040.0389895661724,433.33003844041735,2824.0,196.16652224137044,0.9221992633501264,1.0032590148771583,0.9826026443980515,0.08053759443183395,0.7844444444444445,61.465437442517235,0.9967488321039195,0.5957278760045186,0.9990617368924357,0.9984588266376124,0.9476372550293174,0.9972572737017199,0.017917820312517922,89.90262039660057,33.39098059658492,83.0,0.5209315695617125,-0.8744999454049855,36.02691218130312,17.16745919866702,32.0,0.8430537068272567,-0.016825072421692955,81.9298866855524,19.318580401063954,80.0,0.6795952100839157,-0.19051699758755936,2.4954295262364385,1.0973116652966683,0.4397285732803554,53.87570821529745,7.972733711048164,-45.902974504249286,57.36437677053824,21.993174774262243,53.0,30,131,101,0.6546888417631054,-0.5499567775862948
27.0,737.3305588585018,434.30618311533885,2832.0,196.16652224137047,0.9248117258525345,1.0013713631790024,0.9836748871135811,0.05231725093684924,0.7866666666666666,61.61168720299745,0.9986527450541789,3.0428633875810007,0.9988896302210285,0.998454548406367,0.9317592209963862,0.9971144386887104,0.01871316608159205,109.88064971751412,86.3976682740552,69.0,0.4544654091224866,-1.4896148962035756,81.26694915254237,74.35163293479748,41.0,0.5714458188544304,-1.2896762083040116,117.19562146892656,69.19276690614345,94.5,0.3483839647844223,-1.4900834723291545,1.3520951735388407,0.9375832334022333,0.6934299091883759,28.61370056497175,-7.314971751412443,-35.928672316384194,93.91949152542372,76.9696534871604,56.0,14,238,224,0.502955513447734,-1.40357275953323
28.0,616.9034833091437,441.6161103047896,2823.0,195.58073580374355,0.9274032015465317,1.0024683858567998,0.9836236933797909,0.07013239551812847,0.7841666666666667,61.465437442517235,0.9975407519975229,1.3696522299542453,0.9988720323623294,0.9984593577512616,0.9445823839991463,0.9971177333036002,0.018469356760870297,113.28444916755225,60.985787172871206,110.0,0.33979714767249114,-1.133301700153478,56.85476443499823,38.03908747856652,49.0,0.9077352018349948,0.054061934506024034,103.18561813673396,36.34777473707784,98.0,0.5359182338950251,-0.6928116623425158,1.9925234110655852,1.0978705289852146,0.5509950462244011,56.42968473255402,10.098831030818289,-46.330853701735734,79.00283386468296,44.26591777209458,73.0,25,203,178,0.6209309418413637,-0.6074101059429111
29.0,1495.2779403159743,453.7987126974839,2826.0,195.58073580374355,0.9283887522389298,1.0047184246508964,0.9846689895470383,0.09680122126834562,0.785,61.465437442517235,0.9953241614609785,1.5219660833626356,0.9989157169363799,0.9984577552192156,0.9281750294961447,0.9971560757835123,0.01834914466929155,97.91365888181174,64.59695098613082,74.0,0.5401264954400359,-1.192253935251007,51.90127388535032,37.87260023211808,37.0,0.8553189550387675,-0.3803605159475141,93.53432413305025,36.983437555450934,88.0,0.43807180830499654,-0.9303458368350319,1.8865367177290082,1.0468206168082994,0.5548901364964861,46.01238499646142,4.379334748761494,-41.63305024769993,70.41153573956122,45.446415037387624,54.0,18,195,177,0.6628227517066686,-0.8756892014981523
30.0,1684.885611077664,486.6062612883805,2825.0,195.58073580374355,0.9280602353414638,1.0024126772259254,0.9843205574912892,0.0693393641852613,0.7847222222222222,61.465437442517235,0.9975966956364124,2.016816171055965,0.9989050022291409,0.9984582897622319,0.9345679817903166,0.9971304235499765,0.0186697576417741,104.88566371681416,79.89557802151091,68.0,0.46724056765967176,-1.4398341676342734,62.821592920353986,55.225696477680614,35.0,0.7952942133913216,-0.5319074819019596,101.22371681415929,54.35953274582651,86.0,0.43832873547583034,-1.131504394744943,1.6695798186719426,1.0361767678347,0.6206212822201403,42.06407079646018,3.6619469026548757,-38.4021238938053,79.77911504424779,62.077217595101644,51.0,12,241,229,0.6025533487249395,-1.0800558473124606
31.0,655.2086330935252,492.8489208633093,2830.0,196.16652224137044,0.9241586102269326,1.0005430019527006,0.982297813259285,0.03294115954279165,0.7861111111111111,61.465437442517235,0.9994520264625509,2.42048870995151,0.998750053566925,0.9984556148695102,0.9581879689504899,0.9970067519829492,0.019310658411481524,156.88939929328623,59.61188483364764,150.0,0.09066060701505381,-1.5899002338044315,105.37208480565371,60.45345490657434,91.0,0.5798814897732361,-0.8936397027448573,149.6791519434629,46.22179846888004,143.0,0.4275169818997432,-1.017894166905534,1.4889085622866929,1.0481713535659394,0.7039863831229126,51.51731448763252,7.210247349823334,-44.307067137809184,125.82508833922262,57.717841821815966,115.5,41,246,205,0.38190902783186836,-1.1957451175106688
32.0,1293.3609907120742,495.4699690402477,2833.0,196.16652224137044,0.9251382836653356,1.0014473662914394,0.9826569545612209,0.05374439581576686,0.7869444444444444,61.61168720299745,0.9986042780989074,2.0646942703818856,0.9989152671399393,0.9984540157049965,0.941292288939981,0.9972104221134276,0.01813411801017491,106.120367102012,82.64003391012011,80.0,0.3871384019204549,-1.4828506068984237,68.24496999647018,62.437187613175446,44.0,0.6865830677911947,-0.9408132541232108,106.17613836921991,62.44617903455865,97.0,0.2993665134382504,-1.3844080191793795,1.5549917760582992,0.9994747288028698,0.6427524210674239,37.87539710554182,-0.05577126720791625,-37.93116837274974,83.89516413695729,67.73064388692417,62.0,11,232,221,0.521995836283423,-1.2266078465420656
33.0,96.755873340143,517.2053115423902,2828.0,195.58073580374355,0.9290457860338617,1.003423020034246,0.985022640195054,0.0825290774054596,0.7855555555555556,61.465437442517235,0.996601905183208,1.1482054663778112,0.9989995754295391,0.9984566898936896,0.9391672284965896,0.9972551926949805,0.01787244051985736,83.86987270155586,63.94154009097576,64.0,0.6627517516459583,-0.8728620859837659,47.11280056577086,41.198020340700324,32.0,1.0270465876606754,0.06667414823391349,88.38366336633663,46.19929739345669,82.0,0.4579314059585418,-0.9628706244091063,1.7801928922542616,0.9489295816335798,0.5330487419427533,36.757072135785,-4.513790664780771,-41.27086280056577,62.803748231966054,48.02493046686061,48.0,14,205,191,0.8089281572774188,-0.5070352803763578
34.0,591.2815230961298,535.6785268414482,2831.0,196.16652224137044,0.9244851680397336,1.002643763128791,0.9836692147324531,0.07257156108147123,0.7863888888888889,61.61168720299745,0.9973840982475588,1.6744862111458703,0.9988661167723418,0.998455081630287,0.9401418792125928,0.9970473460464674,0.018930576702995333,110.28717767573296,67.33192380630463,90.0,0.43151929338691347,-1.33133812672952,62.479335923701875,44.06019509315187,47.0,0.6699748695533244,-0.8333621154496242,109.32532673966796,39.89273578986515,101.0,0.3735757991197194,-1.142791931680615,1.7651784553253935,1.0087980613884149,0.5714991922450346,47.80784175203109,0.9618509360650052,-46.84599081596608,82.11091487107029,50.13484879289626,67.0,19,198,179,0.534298028715395,-1.1040169434115388
35.0,993.4192415730336,564.4403089887641,2833.0,196.16652224137044,0.9251382836653356,1.0011040506141837,0.9829979181124219,0.04695156888437514,0.7869444444444444,61.61168720299745,0.9989487877017292,1.745268247533525,0.9988493145256936,0.9984540132752328,0.947072817518962,0.9971049245379303,0.018592560814739985,115.3261560183551,66.95495488540023,110.0,0.279604783220349,-1.153513995494292,69.76809036357218,51.99804713868401,55.0,0.9661522418796082,0.3040929272608861,115.39887045534769,46.93089329679897,110.0,0.3892809172589381,-0.7677752783041831,1.6529928713428672,0.9993698860586278,0.6045820906930602,45.55806565478292,-0.07271443699258384,-45.630780091775506,88.58418637486763,55.274299700628006,78.0,19,242,223,0.640681585393835,-0.480206564729567
36.0,1593.460339943343,561.7828139754486,2831.0,196.16652224137044,0.9244851680397336,1.0023883854913114,0.9836692147324531,0.06899066720728494,0.7863888888888889,61.61168720299745,0.9976285768635326,0.8003317490463819,0.9987404822893725,0.9984550808253002,0.9514251549609105,0.9970215994380417,0.01944985317164867,92.81631932179442,28.482449100515428,92.0,0.33747183801038355,-0.23302019257512985,52.399505475097136,20.981423208503998,49.0,0.7874395941618381,0.5855063312407203,102.60579300600494,21.550430983852554,101.0,0.29559292340755633,-0.2665311469366345,1.7713205206817886,0.9045914134328843,0.5106875931652263,40.41681384669729,-9.78947368421052,-50.20628753090781,70.20664076298128,22.88879413404102,68.0,27,152,125,0.5734754720904235,0.10963571197766342
